Codigo,ID,Nombre del emplazamiento,Direccion,Municipio,Localidad,Provincia,Latitud,Longitud,Categoria
ARBA10537,LP133,Club de Pasteleros(B),Av. Centenario entre 450 y Arroyo Dragado s/n,LA PLATA,CITY BELL,BUENOS AIRES,-34.860447,-58.065556,C
ARBA9565,LP134,Parque Pereyra Sur(C),CALLE 14 2586 entre CALLE 60 y CALLE 59,LA PLATA,VILLA ELISA,BUENOS AIRES,-34.856038,-58.100235,C
ARBA9359,LP135, Ensenada TASA,Hipolito Yrigoyen S/N y Don Bosco,ENSENADA,ENSENADA,BUENOS AIRES,-34.92125,-57.954333,B
ARBA10539,LP136,Calle 60 y 132(C),Parque Lineal Circunvalación 31 Y 60 s/n,LA PLATA,LOS HORNOS,BUENOS AIRES,-34.943397,-57.966497,C
ARBA10547,LP138,Calle 45 y Calle 147 (LP077 II)(A),Calle 42 y 135 bis s/n,LA PLATA,LOS HORNOS,BUENOS AIRES,-34.936258,-57.987266,C
ARBA10553,LP139,Poste Reemplazo LP903C(A),Calle 5 bis y Calle 519 S/N,LA PLATA,TOLOSA,BUENOS AIRES,-34.888289,-57.982083,C
ARBA13444,LP157,Mudanza del LP139(A),Calle 5 Bis 1260,LA PLATA,TOLOSA,BUENOS AIRES,-34.888288,-57.981989,C
ARBA13502,LP158,Autopista Bs As - La PLata Km 52(A).,Au Bs As - La plata S/N rotonda av domingo mercantes S/N y rotonda domingo mercante,ENSENADA,ENSENADA,BUENOS AIRES,-34.881613,-57.958573,C
ARBA13500,LP159,"Autopista Bs As - La Plata km 48,5(A).",RN1 - Au BS AS -LA PLATA s/n S/N,LA PLATA,LA PLATA,BUENOS AIRES,-34.86708,-58.00339,C
ARBA13499,LP160,Autopista Bs As La Plata Km 46(A),Au Bs As - La plata S/N  S/N,LA PLATA,CITY BELL,BUENOS AIRES,-34.858731,-58.025889,C
ARBA13492,LP161,Autopista Buenos Aires - La Plata Km 43(A),RN1 - Au BS AS -LA PLATA KM 42 aprox S/N,LA PLATA,VILLA ELISA,BUENOS AIRES,-34.84734,-58.05158,C
ARBA13498,LP162,LP162(A),RN1 - Au BS AS -LA PLATA KM 41 S/N,LA PLATA,VILLA ELISA,BUENOS AIRES,-34.838529,-58.072087,C
ARBA13497,LP163,LP163(A),Au Bs As - La plata S/N aprox km 40. S/N,LA PLATA,VILLA ELISA,BUENOS AIRES,-34.828446,-58.092678,C
ARBA7818,LP903,Ringuelet - Poste (TMA),"Ubicación poste n°2, calle 6 s/n y 513",LA PLATA,RINGUELET,BUENOS AIRES,-34.88365,-57.98932,C
ARNQ0487,NQ002,TASA ALTA BARDA 2(T),Cura Brochero s/n   y Cosquin,NEUQUEN,NEUQUEN,NEUQUEN,-38.932182,-68.068652,C
ARNQ0321,QC001,Neuquen QC001(A),Pergamino 4905 y Bragado,NEUQUEN,NEUQUEN,NEUQUEN,-38.93325,-68.171444,B
ARNQ0373,QC002,WQC002(E),Combate de San Lorenzo y Dr. Luis Ramón SN,NEUQUEN,NEUQUEN,NEUQUEN,-38.942092,-68.089736,C
ARNQ0016,QC003,Gran Neuquen,zona barda de la ciudad,NEUQUEN,NEUQUEN,NEUQUEN,-38.929447,-68.105278,A
ARNQ0019,QC004,Brown y J B Justo (CEC NEUQUEN),Alte Brown 102,NEUQUEN,NEUQUEN,NEUQUEN,-38.954224,-68.061363,P
ARNQ0374,QC005,WQC005(H),Chajari y Cbte de San Lorenzo SN,NEUQUEN,NEUQUEN,NEUQUEN,-38.949336,-68.089667,B
ARNQ0047,QC006,Neuquén TASA,"J, B, Alberdi 243 entre Cordoba y Santa Fe",NEUQUEN,NEUQUEN,NEUQUEN,-38.953015,-68.055534,P
ARNQ0398,QC007,WQC007(K),Intendente Linares y Primeros Pobladores S/N,NEUQUEN,NEUQUEN,NEUQUEN,-38.955639,-68.045278,C
ARNQ0370,QC008,Neuquen Sudoeste(A),JJLastra 1580 y Nicolás Palacios,NEUQUEN,NEUQUEN,NEUQUEN,-38.959656,-68.081103,C
ARNQ0377,QC011,Neuquen Barrio 180 viviendas(A),Genco y Lago Viedma SN,NEUQUEN,NEUQUEN,NEUQUEN,-38.932033,-68.149175,C
ARNQ0372,QC012,Barrio Don Bosco(A),Gatica y Gutiérrez SN,NEUQUEN,NEUQUEN,NEUQUEN,-38.976153,-68.073161,B
ARNQ0371,QC013,Neuquen - 013(A),Gatica y La Plata SN,NEUQUEN,NEUQUEN,NEUQUEN,-38.965781,-68.073414,C
ARNQ0368,QC014,Neuquen - 014(A),El Chocon Sin nú entre Alumine  y Correntoso,NEUQUEN,NEUQUEN,NEUQUEN,-38.969182,-68.037631,C
ARNQ0400,QC021,WQC021 - Nueva Cobertura(A),Raqui S/N entre Luan y Mara,NEUQUEN,NEUQUEN,NEUQUEN,-38.924026,-68.083135,C
ARNQ0401,QC023,WQC023 - Gobierno(A),Av. Argentina 302 entre Julio A. Roca y Gral. Manuel,NEUQUEN,NEUQUEN,NEUQUEN,-38.951642,-68.059572,C
ARNQ0402,QC024,WQC024 - Parque Industrial(A),Parque industrial Neuquén Este S/N,NEUQUEN,NEUQUEN,NEUQUEN,-38.897143,-68.087865,C
ARNQ0033,QC037,EPAS BELGRANO,Santiago del Estero 452452 entre Belgrano y Elordi,NEUQUEN,NEUQUEN,NEUQUEN,-38.9501,-68.0655,A
ARNQ0002,QC044,Parque Central,Onésimo Leguizamón 131 entre 12 de Setiembre y Sarmiento,NEUQUEN,NEUQUEN,NEUQUEN,-38.9564,-68.0679,A
ARNQ0026,QC045,Colonia Valentina,Collon Cura entre Belgrano y San Martin,NEUQUEN,NEUQUEN,NEUQUEN,-38.951458,-68.100327,B
ARNQ0010,QC048,Centro Oeste,Cristobal Colon y Republica de Italia,NEUQUEN,NEUQUEN,NEUQUEN,-38.9444,-68.0792,A
ARNQ0088,QC050,NEUQUEN CENTRO (COOP.),SAAVEDRA 0 y LASTRA,NEUQUEN,NEUQUEN,NEUQUEN,-38.57294,-68.05204,B
ARNQ0087,QC051,Parque Industrial,Calle Belenguer y Calle sin nombre - Parque Industrial - s/n°,NEUQUEN,NEUQUEN,NEUQUEN,-38.910333,-68.079167,B
ARNQ0268,QC052,Río Grande,obrero arg. s/n entre copahue y el chocon,NEUQUEN,NEUQUEN,NEUQUEN,-38.966028,-68.024694,B
ARNQ0071,QC053,Repetidora Bardas,Rodolfo Riavitz y Jesus Maria,NEUQUEN,NEUQUEN,NEUQUEN,-38.937994,-68.063382,A
ARNQ0059,QC054,NEUQUEN CENTRO SUR,Fray Luis Beltrán 251-L,NEUQUEN,NEUQUEN,NEUQUEN,-38.962333,-68.062972,B
ARNQ0383,QC055,Neuquen Centro(B),Tronador esq Aguado S/N,NEUQUEN,NEUQUEN,NEUQUEN,-38.955472,-68.033797,C
ARNQ0318,QC056,Neuquen Confluencia(F),Lules 2513,NEUQUEN,NEUQUEN,NEUQUEN,-38.953533,-68.023883,C
ARNQ0375,QC058,QC058(D),Novella y Dr Godoy SN,NEUQUEN,NEUQUEN,NEUQUEN,-38.934467,-68.118297,C
ARNQ0369,QC059,Neuquen Roca(C),Carlos H Rodriguez S/N entre Cnel Pringles  y Angel V Peñaloza,NEUQUEN,NEUQUEN,NEUQUEN,-38.952737,-68.078778,C
ARNQ0058,QC074,Aeropuerto NQN (TRANSENER),Ruta 22 -Ofic. Centrales Transener - Acceso Aeropuerto - NQN,NEUQUEN,NEUQUEN,NEUQUEN,-38.959,-68.144861,A
ARNQ0334,QC076,Perito Moreno y Olascoaga (TMA),Alcorta s/n entre Olascoaga y San Luis,NEUQUEN,NEUQUEN,NEUQUEN,-38.958083,-68.059556,B
ARNQ0378,QC099,Neuquén 099(A),Tte. Gral Ricchieri y Tronador  SN,NEUQUEN,NEUQUEN,NEUQUEN,-38.962544,-68.034246,C
ARNQ0251,QC138,Mudanza Genoveva,Tucumán s/n entre Ibanez y Talero Eduardo,NEUQUEN,NEUQUEN,NEUQUEN,-38.948806,-68.051833,A
ARNQ0197,QC147,Moreno (TMA) - Mudanza QC047,Güemes s/n entre Verzegnassi y 0,NEUQUEN,NEUQUEN,NEUQUEN,-38.961111,-68.044,A
ARNQ0188,QC149,Mudanza San Lorenzo(A),Concordia 0 entre Coronel Moritan Benjamin y Casilda,NEUQUEN,NEUQUEN,NEUQUEN,-38.9461,-68.113378,A
ARNQ0035,QC201,Alcorta y Av Olascoaga,Olascoaga 285,NEUQUEN,NEUQUEN,NEUQUEN,-38.958019,-68.059512,C
ARNQ0044,QC202,Catedral,Av.Argentina 160,NEUQUEN,NEUQUEN,NEUQUEN,-38.9536,-68.059201,C
ARNQ0586,QC205,Micro Neuquen(A),Perito Moreno  328,NEUQUEN,NEUQUEN,NEUQUEN,-38.958156,-68.054533,C
ARNQ0041,QC208,Buenos Aires y Alderete,Buenos Aires 380,NEUQUEN,NEUQUEN,NEUQUEN,-38.951087,-68.057617,D
ARNQ0167,QC213,LOCAL TOP NEUQUEN,Av. Argentina 368,NEUQUEN,NEUQUEN,NEUQUEN,-38.9511,-68.0596,D
ARNQ0411,QC215,Shopping Alto Comahue(A),"Av. Dr. Ramón y Ruta N°7  Neuquén, Argentina 0",NEUQUEN,NEUQUEN,NEUQUEN,-38.941238,-68.065222,C
ARNQ0060,QC303,LA BARDA,ZONA BARDAS POR CALLE RODOLFO RIAVITZ,NEUQUEN,NEUQUEN,NEUQUEN,-38.926258,-68.06275,A
ARNQ0379,QC346,Ruta 22 Mudanza QC345(A),Luis Planas y el Cholar SN,NEUQUEN,COLONIA VALENTINA,NEUQUEN,-38.958872,-68.117742,C
ARNQ0171,QC348,Neuquen lagos(A),El Jarillal s/n entre Dr. Davia Abraham y Los Sugerentes,NEUQUEN,NEUQUEN,NEUQUEN,-38.937444,-68.101278,B
ARNQ0178,QC349,Neuquen noroeste(C),Necochea s/n entre Trebol y 0,NEUQUEN,NEUQUEN,NEUQUEN,-38.941167,-68.135361,A
ARNQ0350,QC354,Neuquen sur(K),Rio Negro  2777,NEUQUEN,NEUQUEN,NEUQUEN,-38.978055,-68.050555,C
ARNQ0380,QC355,Central Roldan TASA,Belisle 1634 entre Alumine y Darwin,NEUQUEN,NEUQUEN,NEUQUEN,-38.966498,-68.036586,B
ARNQ0146,QC374,Hostal del caminante (Neuquen 17),  Ruta nº22 y calle  Zabaleta s/nº 0 entre 0 y 0,NEUQUEN,COLONIA VALENTINA,NEUQUEN,-38.957,-68.168,C
ARNQ0362,QCM39,Móvil Neuquen(A),Jose Rosa S/N entre Copahue y Tte. Gral Pablo Richieri,NEUQUEN,NEUQUEN,NEUQUEN,-38.964166,-68.049166,B
ARNQ0042,QE002,Plottier,"Ruta 22, Km 1234 s/n",PLOTTIER,PLOTTIER,NEUQUEN,-38.958336,-68.212494,A
ARNQ0282,QE004,Confluencia (TMA),Roca 1124 entre 0 y 0,NEUQUEN,NEUQUEN,NEUQUEN,-38.93778,-68.237913,B
ARNQ0048,QE005,(TASA) Añelo Barda Rep.,"A 700 m del casco urbano de Añelo (Central) 0 y Lote 11, Frac. C, Secc. XXVIII",AÑELO,AÑELO,NEUQUEN,-38.348053,-68.786942,B
ARNQ0001,QE007,Plaza Huincul (Tasa),"Calle s/n a 470 mts de Av. Reverendo Pedro Rotter 0 y RN 22, Km 1456",PLAZA HUINCUL,PLAZA HUINCUL,NEUQUEN,-38.920333,-69.170472,A
ARNQ0025,QE008,Rincón de los Sauces,San Martin entre Neuquen y Mosconi,RINCON DE LOS SAUCES,RINCON DE LOS SAUCES,NEUQUEN,-37.391,-68.9262,B
ARNQ0011,QE009,Senillosa,Olascoaga s/n entre San Martin y Neuquen,SENILLOSA,SENILLOSA,NEUQUEN,-39.00903,-68.427755,B
ARNQ0073,QE010,Vista Alegre Norte,"Campo “Notucan”, Poste 84, en empalme de la ruta 7 a Planicie Banderita s/n",VISTA ALEGRE,VISTA ALEGRE NORTE,NEUQUEN,-38.67097,-68.288596,C
ARNQ0079,QE011,Central Loma de la Lata,Ruta pcial 51 KM 50  s/n,NEUQUEN,MARI MENUCO,NEUQUEN,-38.514167,-68.604444,C
ARNQ0030,QE012,Villa el Chocon,Cno. secundario desde acceso a El Chocon,VILLA EL CHOCON,VILLA EL CHOCON,NEUQUEN,-39.255833,-68.775833,B
ARNQ0360,QE017,Rincon de los Sauces - 017(A),J. HERNANDEZ 1218 y ALMAFUERTE,RINCON DE LOS SAUCES,RINCON DE LOS SAUCES,NEUQUEN,-37.397386,-68.926433,B
ARNQ0568,QE018,Rincon de los Sauces - 018(B),Chos Malal s/n entre Av. 30 de Octubre y Narambuena,RINCON DE LOS SAUCES,RINCON DE LOS SAUCES,NEUQUEN,-37.384227,-68.917722,C
ARNQ0621,QE019,CUTRAL-CO, Leandro N. Alem y Santa Cruz,NEUQUEN,NEUQUEN,NEUQUEN,-38.9358,-69.2238,C
ARNQ0572,QE021,Nuevo Añelo(A),Ruta Prov. Nro 7 S/N,AÑELO,AÑELO,NEUQUEN,-38.334522,-68.819102,A
ARNQ0589,QE022,Bajada del palo(A),"Yacimiento Borde Montuoso, Planta Tratamiento Vista Oil & Gas s/n",AÑELO,YACIMIENTO BORDE MONTUOSO,NEUQUEN,-38.22405,-68.517164,A
ARNQ0576,QE026,Fortin de Piedra(A),Yacimiento Fortin de Piedra (Proyecto Vaca Muerta) s/n,DESCONOCIDO,YACIMIENTO FORTIN DE PIEDRA,NEUQUEN,-38.475165,-69.045617,C
ARNQ0593,QE027,Torre Barda - Pluspetrol(A),TORRE BARDA S/N,AÑELO,TORRE BARDA,NEUQUEN,-38.33896,-69.00307,B
ARNQ0591,QE030,Repetidor Borde Montuoso - Vista Oil(A),RPT Borde Montuoso S/N,AÑELO,AÑELO,NEUQUEN,-38.221594,-68.456122,C
ARNQ0034,QE035,Auca Mahuida,Cerro Auca Mahuida,AÑELO,AUCA MAHUIDA,NEUQUEN,-37.742779,-68.889442,B
ARNQ0397,QE037,ARROYITOS DEL CHOCON,"Calle s/nombre S/N°. NC. Dpto Catast. 09, Circ. 24, Secc. 50, Mz. 29, Parc. 6145 s/n",PLOTTIER,PLANTA DE AGUA PESADA (PIAP),NEUQUEN,-39.081667,-68.575,C
ARNQ0394,QE039,Sauzal Bonito TASA,"Desde Añelo p/Ruta 17 recorrer 43km girar a la derecha y a 7,4 km se llega ala Loc. Sauzal Bonito. S/N y En la comisión de Fomento",AÑELO,AÑELO,NEUQUEN,-38.607222,-69.113889,C
ARNQ0015,QE040,Cutral-Co,Cordoba 227,CUTRAL-CO,CUTRAL CO,NEUQUEN,-38.931667,-69.231171,A
ARNQ0238,QE041,Cutral Co Noroeste,Colombres 280 entre Franklin y 0,CUTRAL-CO,CUTRAL CO,NEUQUEN,-38.930117,-69.248417,C
ARNQ0243,QE042,Cutral-Co Sur(A),J. J. Valle 173 entre 0 y 0,CUTRAL-CO,CUTRAL CO,NEUQUEN,-38.9438,-69.211211,C
ARNQ0391,QE047,San Patricio del Chañar (TASA),Calle 13 xxxxxx entre Calle 12 y calle 20 y 22,SAN PATRICIO DEL CHAÑAR,SAN PATRICIO DEL CHAÑAR,NEUQUEN,-38.625461,-68.299491,B
ARNQ0619,QE048,SAN PATRICIO, Ruta 51 S/N,SAN PATRICIO DEL CHAÑAR,SAN PATRICIO DEL CHAÑAR,NEUQUEN,-38.6515,-68.3207,C
ARNQ0581,QE051,Plottier Oeste(A),S/N (a 1.3 km de RUTA 22) s/n y RUTA 22,PLOTTIER,PLOTTIER,NEUQUEN,-38.96173,-68.3464,C
ARNQ0588,QE053,Plottier - QE053(B),AV. GRAL LUIS MARIA OCAMPO S/N y FERNANDEZ ORO,PLOTTIER,PLOTTIER,NEUQUEN,-38.93873,-68.26798,B
ARNQ0248,QE059,Plottier Este (TMA),Batilana 682 entre Santa Cruz y 0,PLOTTIER,PLOTTIER,NEUQUEN,-38.9626,-68.242828,C
ARNQ0597,QE078,QE078(B),Ruta Nac 237 S/N  ,PICUN LEUFU,PICUN LEUFU,NEUQUEN,-39.344809,-68.999629,C
ARNQ0522,QE079,(TASA) - BAJADA COLORADA,Ruta N° 237 Km 1393,PICUN LEUFU,PICUN LEUFU,NEUQUEN,-39.761111,-69.626667,C
ARNQ0143,QE117,Rincón de los Sauces nuevo,Predio municipal al sur de la defensa aluvional S/N,RINCON DE LOS SAUCES,RINCON DE LOS SAUCES,NEUQUEN,-37.4,-68.933,B
ARNQ0050,QN002,Andacollo,Ruta Prov. 43 s/n,ANDACOLLO,ANDACOLLO,NEUQUEN,-37.184814,-70.664127,B
ARNQ0361,QN003,Centenario - 003(A),HONDURAS  0 entre YUPANQUI y ANIBAL TROILO,CENTENARIO,CENTENARIO,NEUQUEN,-38.819595,-68.145775,C
ARNQ0032,QN004,Buta Ranquil,Cno. Secundario a 1000m de la RN40 Limite S del pueblo,BUTA RANQUIL,BUTA RANQUIL,NEUQUEN,-37.041668,-69.888885,B
ARNQ0005,QN005,Chos Malal,9 de Juio s/n y Rivadavia,CHOS MALAL,CHOS MALAL,NEUQUEN,-37.378783,-70.265695,A
ARNQ0043,QN006,El Huecú,B. Rivadavia entre Guemes y San Martin,EL HUECU,EL HUECU,NEUQUEN,-37.647617,-70.581333,B
ARNQ0022,QN007,Las Ovejas Repetidora,Camino Rural a 2200 m de Las Ovejas,LAS OVEJAS,LAS OVEJAS,NEUQUEN,-37.016666,-70.775002,B
ARNQ0584,QN017,Manzano Amargo(A),Ruta 54 S/N,MANZANO AMARGO,MANZANO AMARGO,NEUQUEN,-36.758936,-70.764689,A
ARNQ0272,QN020,Tricao Malal (Tasa),Pueblo (calle sin Nombre) s/n°,TRICAO MALAL,TRICAO MALAL,NEUQUEN,-37.043433,-70.322478,B
ARNQ0393,QN026,EL CHOLAR TASA,Av. Güemes esq. Av. San Martin xxxxxx,EL CHOLAR,EL CHOLAR,NEUQUEN,-37.440616,-70.644075,B
ARNQ0382,QN028,TASA Huinganco,Los Molles y Rosa Mosqueta s/n,HUINGANCO,HUINGANCO,NEUQUEN,-37.16194,-70.62147,B
ARNQ0009,QN036,Centenario,Brasil entre 9 de Julio y Costa Rica,CENTENARIO,CENTENARIO,NEUQUEN,-38.832222,-68.129448,A
ARNQ0078,QN040,Barrancas,Primeros Pobladores y Calle Belgrano s/n,BARRANCAS,BARRANCAS,NEUQUEN,-36.8131,-69.8999,B
ARNQ0392,QN041,TAQUIMILAN ABAJO TASA,"Ruta Prov. N° 29 a 400 mt, arco de entrada xxxxxx",TAQUIMILAN,TAQUIMILAN,NEUQUEN,-37.510912,-70.240337,B
ARNQ0405,QN045,Vista Alegre Sur(A),San Martín  S/N entre Rivera Neuquina y Lorenzo Millamil,VISTA ALEGRE NORTE,VISTA ALEGRE SUR,NEUQUEN,-38.773191,-68.135718,B
ARNQ0356,QN082,Centenario Las Fincas(G),"Entre Ríos,  0 entre Río Negro y Santa Cruz",CENTENARIO,CENTENARIO,NEUQUEN,-38.844181,-68.125838,C
ARNQ0102,QN105,Chos Malal,Lamadrid 174 e/GRAL. PAZ y SARMIENTO,CHOS MALAL,CHOS MALAL,NEUQUEN,-37.378,-70.27,B
ARNQ0070,QN304,CENTENARIO,Barda lindera a la ciudad de Centenario,CENTENARIO,CENTENARIO,NEUQUEN,-38.838889,-68.14,C
ARNQ0036,QS001,Junin de los Andes,Suarez 450 entre Milanesio y Don Bosco,JUNIN DE LOS ANDES,JUNIN DE LOS ANDES,NEUQUEN,-39.951946,-71.070274,A
ARNQ0006,QS002,San Martin de los Andes (Cerro Basalto),CERRO BASALTO INGRESO  AL PUEBLO,SAN MARTIN DE LOS ANDES,SAN MARTIN DE LOS ANDES,NEUQUEN,-40.141113,-71.338058,A
ARNQ0017,QS003,Villa La Angostura,Calle Pública s/n entre Victoria y Av. Los Lagos,VILLA LA ANGOSTURA,VILLA LA ANGOSTURA,NEUQUEN,-40.761553,-71.648576,B
ARNQ0004,QS004,Co. Bayo,Lote Pastoril 13,VILLA LA ANGOSTURA,CERRO BAYO,NEUQUEN,-40.753418,-71.602501,B
ARNQ0045,QS005,Cerro Castillo,Cerro sobre la RN40 A 18 Km de Junin de los Andes  0 y Cerro del castillo,SAN MARTIN DE LOS ANDES,AEROP. SAN MARTIN DE LOS ANDES,NEUQUEN,-40.096806,-71.116417,C
ARNQ0083,QS006,Alicurá,Ruta Neuquén  s/n y Camino acceso a Represa AES Alicurá,SAN MARTIN DE LOS ANDES,VILLA ALICURA,NEUQUEN,-40.567993,-70.772489,B
ARNQ0420,QS007,WQS007(F),Los Araucanos y Las Retamas S/N,VILLA LA ANGOSTURA,VILLA LA ANGOSTURA,NEUQUEN,-40.760183,-71.635831,C
ARNQ0024,QS008,Las Coloradas REP,"A 3km RP 56 a 14 Km del pueblo 0 entre R40 - Acceso RP24 // De la Ruta Nº 40, recorrer 14 km luego desvío de 6,9 km por RP56 y se llega a la Repetidora caseta Existente ENTel",LAS COLORADAS,LAS COLORADAS,NEUQUEN,-39.593561,-70.550532,C
ARNQ0039,QS011,Piedra del Águila,Las Rocas 169 y San Martin,PIEDRA DEL AGUILA,PIEDRA DEL AGUILA,NEUQUEN,-40.04879,-70.07417,B
ARNQ0084,QS012,SAN MARTIN DE LOS ANDES CENTRO,Juan Manuel de Rosas 778 entre Gral Roca  y Av. San Martìn,SAN MARTIN DE LOS ANDES,SAN MARTIN DE LOS ANDES,NEUQUEN,-40.156836,-71.351974,A
ARNQ0082,QS013,Junín de los Andes II,"Ruta Nacional N° 234 s/n y ingresando a Junín, camino a Zapala, cruzando el Río Curruhé",JUNIN DE LOS ANDES,JUNIN DE LOS ANDES,NEUQUEN,-39.978611,-71.083611,C
ARNQ0013,QS015,Picún Leufú,Entre Rios s/n entre Pje.Los Olmos y Pje. Los Aromos,PICUN LEUFU,PICUN LEUFU,NEUQUEN,-39.517598,-69.291673,B
ARNQ0049,QS016,Pïchi Picún Leufú,Estancia Sta. Teresa,PIEDRA DEL AGUILA,VILLA PÏCHI PICUN LEUFU,NEUQUEN,-39.982502,-70.001945,C
ARNQ0077,QS018,VILLA TRAFUL,MANZANA LOTE 38 S/N (REP TASA) S/N,VILLA TRAFUL,VILLA TRAFUL,NEUQUEN,-40.65825,-71.403222,B
ARNQ0271,QS019,El Sauce,Proximo a Ruta 20 s/n,EL SAUCE,EL SAUCE,NEUQUEN,-39.4797,-69.5242,C
ARNQ0559,QS021,SMA centro 4(A),Brown y Rivadavia S/N,SAN MARTIN DE LOS ANDES,SAN MARTIN DE LOS ANDES,NEUQUEN,-40.161411,-71.353152,C
ARNQ0556,QS022,SMA Sur 2(A),Juez del Valle S/N y Esq. Villegas,SAN MARTIN DE LOS ANDES,SAN MARTIN DE LOS ANDES,NEUQUEN,-40.160686,-71.358116,C
ARNQ0560,QS023,SM de los Andes(A),Belgrano y Gabriel Obeid S/N,SAN MARTIN DE LOS ANDES,SAN MARTIN DE LOS ANDES,NEUQUEN,-40.158433,-71.348741,C
ARNQ0322,QS025,Paso Aguerre,Comisión de Fomento NC Circ. x S/N,PASO AGUERRE,PASO AGUERRE,NEUQUEN,-39.339722,-69.843056,C
ARNQ0424,QS026,WQS026 - Nueva Cobertura(A),Los Ñires y Hua Huan S/N,VILLA LA ANGOSTURA,VILLA LA ANGOSTURA,NEUQUEN,-40.750038,-71.66137,C
ARNQ0428,QS027,Villa La Angostura(A),calle Marimón S/N,VILLA LA ANGOSTURA,VILLA LA ANGOSTURA,NEUQUEN,-40.760684,-71.660528,C
ARNQ0427,QS028,Villa La Angostura(A),Calle Guananja esquina Chumuy S/N,VILLA LA ANGOSTURA,VILLA LA ANGOSTURA,NEUQUEN,-40.767456,-71.655356,C
ARNQ0423,QS029,Villa La Angostura(A),Los Lagos y Añelo S/N,VILLA LA ANGOSTURA,VILLA LA ANGOSTURA,NEUQUEN,-40.752954,-71.649217,C
ARNQ0425,QS030,Villa La Angostura(A),Calle Cerro Bayo S/N entre El Calafate y Las Frutillas,VILLA LA ANGOSTURA,VILLA LA ANGOSTURA,NEUQUEN,-40.767585,-71.642132,C
ARNQ0426,QS031,Villa La Angostura(A),Boulevard Nahuel Huapi S/N,VILLA LA ANGOSTURA,VILLA LA ANGOSTURA,NEUQUEN,-40.77706,-71.656676,C
ARNQ0422,QS032,Villa La Angostura(A),Cruz del Sur y Unicornio S/N,VILLA LA ANGOSTURA,VILLA LA ANGOSTURA,NEUQUEN,-40.775397,-71.622277,C
ARNQ0395,QS038,Santo Tomás TASA,Lote Lindero a la Rep. Exist. Barda de Santo Tomas a 1 Km del Pueblo xxxxxx,PIEDRA DEL AGUILA,SANTO TOMAS,NEUQUEN,-39.826258,-70.112453,C
ARNQ0574,QS050,Paso Cardenal Samoré(A) ,"Paso Card. Samoré, a 25 km de Va. la Angostura,por RN N° 231 Ruta 2",VILLA LA ANGOSTURA,PASO CARDENAL ANTONIO SAMORE,NEUQUEN,-40.729544,-71.809362,B
ARNQ0575,QS201,Micro QS201(A),Virgen de la Asuncion S/N,VILLA LA ANGOSTURA,VILLA LA ANGOSTURA,NEUQUEN,-40.778156,-71.664535,C
ARNQ0439,QS304,Base Cerro Bayo(A),Centro sky Cerro Bayo s/n,VILLA LA ANGOSTURA,CERRO BAYO,NEUQUEN,-40.753747,-71.592602,C
ARNQ0558,QS310,SMA Norte 2(A),Tres de Caballería y Sarmiento S/N,SAN MARTIN DE LOS ANDES,SAN MARTIN DE LOS ANDES,NEUQUEN,-40.150486,-71.351441,C
ARNQ0557,QS311,SMA Norte 3(A),Cnel. Rhode y Fosbery S/N,SAN MARTIN DE LOS ANDES,SAN MARTIN DE LOS ANDES,NEUQUEN,-40.153813,-71.35875,C
ARNQ0389,QS312,San Martin de los Andes Norte(B),Tte. Cnel. Pérez ( e) L. Rodríguez y C.Weber s/n y lado Oeste esq Sur,SAN MARTIN DE LOS ANDES,SAN MARTIN DE LOS ANDES,NEUQUEN,-40.150041,-71.356269,C
ARNQ0352,QS313,SMA Kantec(B),PAIMUN 20 y RUTA 234,SAN MARTIN DE LOS ANDES,SAN MARTIN DE LOS ANDES,NEUQUEN,-40.144166,-71.304722,B
ARNQ0415,QSM01,Carrera MXGP Motocross(A),RUTA 40 S/N,VILLA LA ANGOSTURA,VILLA LA ANGOSTURA,NEUQUEN,-40.69859,-71.705383,C
ARNQ0028,QW001,TASA - Aluminé Rep,"RP 18, a 3 Km de Alumine",ALUMINE,ALUMINE,NEUQUEN,-39.227139,-70.946167,C
ARNQ0012,QW002,Alumine Pueblo,Cristian Joubert s/n,ALUMINE,ALUMINE,NEUQUEN,-39.238056,-70.916389,B
ARNQ0072,QW003,Zapala CTI,Houssay y Reconquista (B° Industrial),ZAPALA,ZAPALA,NEUQUEN,-38.894791,-70.057046,A
ARNQ0498,QW005,TASA PINO HACHADO(T),Ruta Nac 242 s/n y Ruta prov 23,LAS LAJAS,PINO HACHADO,NEUQUEN,-38.660708,-70.836191,B
ARNQ0582,QW007,Zapala - 007(B),Avellaneda 1050 entre Malvinas Argentinas y Bartolome Mitre,ZAPALA,ZAPALA,NEUQUEN,-38.901391,-70.057241,B
ARNQ0040,QW009,Las Lajas Repetidora,"RN 22, A 5 Km de Las Lajas",LAS LAJAS,LAS LAJAS,NEUQUEN,-38.531041,-70.33996,B
ARNQ0018,QW010,Loncopué Pueblo (colocaliza en Rep. TASA Baja Capacidad),Camino Secundario a 1100 m del cruce de Rutas 21 y 26,LONCOPUE,LONCOPUE,NEUQUEN,-38.064446,-70.620375,B
ARNQ0014,QW013,Zapala Base,Italia 236/24 entre Torres y Chaneton,ZAPALA,ZAPALA,NEUQUEN,-38.903495,-70.065731,P
ARNQ0003,QW014,Mariano Moreno,Av. Juan J. Valle s/n entre Neuquen y Sarmiento,MARIANO MORENO,MARIANO MORENO,NEUQUEN,-38.750832,-70.023338,B
